7443.26227 18.7883 0.0579 224.5393 251.0781 5.28 1532
7444.21656 18.8444 0.0653 468.4417 268.1492 5.67 1770
7444.24263 18.8459 0.0524 474.9182 216.2588 4.19 1609
7444.26598 18.8368 0.0542 435.9401 225.3074 3.94 1576
7447.22506 18.6109 0.0672 -634.1924 342.1237 6.21 1852
7447.24978 18.9614 0.0770 937.8757 282.4705 6.17 1680
7447.27283 18.8382 0.0658 442.2247 271.8155 5.84 1695
7448.26874 18.7560 0.0756 78.6513 335.3251 8.32 1566
7449.21397 18.7185 0.0517 -96.3687 239.8133 4.99 1714
7449.24086 18.7533 0.0536 66.1540 240.6819 4.72 1798
7449.26350 18.7175 0.0585 -101.0355 270.9548 4.83 2159
7450.21081 18.7813 0.0769 193.3663 332.9751 6.05 2732
7450.23401 19.1132 0.1092 1475.8415 343.2686 6.24 2484
7451.20883 18.8325 0.0885 417.5949 363.7156 7.66 2191
7451.23120 18.8139 0.0915 337.5988 382.0240 6.70 2295
7451.27627 18.8022 0.0820 286.0796 347.4779 6.44 2092
7451.27839 18.8147 0.0722 340.9739 303.9374 5.90 2244
7452.19476 18.9076 0.0613 728.0499 237.9931 5.00 1667
7452.24297 18.7248 0.0664 -66.6430 304.2362 6.15 1542
7453.20454 18.4436 0.0504 -1583.3762 301.6415 6.62 1565
7457.27237 18.8272 0.0568 395.0394 237.8583 5.43 1149
7458.17738 18.4998 0.1164 -1247.7490 641.7350 6.35 920
7458.22148 18.6585 0.0885 -389.4473 426.8503 4.85 1347
7458.26600 18.8521 0.1057 501.0373 423.2924 5.74 1281
7459.19291 18.7584 0.0475 89.6996 212.8151 4.46 1192
7459.21595 18.5515 0.1195 -954.2509 626.9009 5.02 920
7460.19026 18.8795 0.0625 614.7278 248.8803 5.41 1379
7460.21272 18.5477 0.0492 -975.2778 267.6159 5.77 1494
7460.23497 18.7242 0.0573 -69.4908 263.8245 6.31 1360
7460.25699 18.5406 0.0668 -1015.1290 362.4737 7.54 1308
7460.27878 18.6933 0.0719 -217.8241 338.3010 8.04 1332
7461.23186 18.7943 0.0590 251.3303 254.3167 5.90 1349
7461.25437 18.9221 0.0769 785.5822 292.4347 6.48 1278
7462.17785 18.7590 0.0639 92.5983 284.1314 5.76 1478
7462.19944 18.6670 0.0537 -347.1323 261.1543 6.13 1397
7462.22069 18.9376 0.0686 846.2240 258.2514 5.91 1386
7462.24217 18.8503 0.0623 493.4222 255.0054 5.80 1380
7462.26363 19.3441 0.1372 2163.0733 344.1818 8.58 1492
7462.28866 18.8441 0.0823 467.0334 335.3783 6.14 1466
7465.17126 18.7281 0.0529 -51.2639 243.1913 4.78 1274
7465.19232 18.7970 0.0600 263.1863 258.1020 5.72 1163
7465.21659 18.7468 0.0593 36.1987 267.1492 5.92 1244
7467.21133 18.6719 0.0686 -322.9993 329.7909 6.60 1384
7467.23215 18.6185 0.0601 -594.1466 304.8585 6.73 1258
7467.25414 18.9714 0.0697 975.5038 254.2353 5.81 1234
7467.27623 18.7412 0.0496 10.0811 225.7748 5.32 1309
7469.19172 18.9086 0.0966 732.3642 368.8007 7.82 2112
7469.21599 18.5916 0.0738 -735.9535 380.9640 7.29 1818
7469.23751 18.7675 0.0673 131.1571 296.3251 6.76 1681
7469.25939 18.9705 0.0784 972.1525 284.9893 6.17 1623
7470.15994 18.7159 0.0667 -108.7681 308.1125 6.79 1857
7470.18111 18.8000 0.0681 276.4792 290.7989 6.03 1822
7470.20258 18.7227 0.0599 -76.4679 275.7675 5.56 1686
7470.22409 18.7933 0.0612 247.1376 263.8209 5.78 1650
7470.24583 18.7998 0.0532 275.7205 228.8316 4.87 1543
7470.26781 18.7475 0.0397 39.3311 180.1467 3.46 1441
7471.18556 18.8355 0.0560 430.7472 232.6926 3.92 2001
7471.20674 18.7072 0.0387 -150.6003 182.7419 3.24 1812
7471.23063 18.7763 0.0409 170.9957 180.8131 3.38 1752
7471.25416 18.7314 0.0400 -35.5487 184.4508 3.41 1678
7471.27663 18.7780 0.0396 178.8414 175.0407 3.34 1516
7472.15170 18.9318 0.0712 823.7920 269.2055 5.67 2137
7472.17269 18.8301 0.0542 407.6322 226.6673 3.70 1887
7472.19768 18.7794 0.0518 184.7862 227.4794 3.27 1796
7472.21962 18.7414 0.0429 11.2174 195.5321 3.52 1768
7472.24151 18.7043 0.0447 -164.5198 210.8944 3.05 1684
7472.26311 18.6291 0.0608 -539.5251 305.1416 2.43 2510
7472.28441 18.7566 0.0380 81.3725 171.2110 2.91 2174
7473.15583 18.8181 0.0592 355.8367 249.8241 5.10 1826
7473.17807 18.8955 0.0709 679.7773 277.1044 6.18 1703
7473.19950 18.7604 0.0465 99.0143 208.0124 3.92 1664
7473.22138 18.8521 0.0509 500.7997 209.1027 3.81 1690
7473.24374 18.7585 0.0483 90.3414 216.5000 3.97 1652
7473.26664 18.7489 0.0426 45.7298 193.2057 3.65 1662
7473.28762 18.7969 0.0492 262.7005 212.5069 4.11 1751
7474.14736 18.6006 0.0691 -688.3455 354.8250 7.52 2146
7474.16892 18.7631 0.0657 110.9342 290.7253 6.14 2019
7474.18998 18.8107 0.0898 323.4834 376.2376 5.33 1855
7474.21109 18.7938 0.0553 249.2572 238.9607 4.67 1823
7474.25914 18.8581 0.0458 526.0304 187.4627 3.32 1691
7474.28034 18.8389 0.0465 445.1950 193.4940 2.90 1639
7475.13310 18.7389 0.0549 -0.2589 249.4827 4.98 1986
7475.15484 18.7874 0.0801 220.8939 344.3260 5.06 1909
7475.17758 18.7910 0.0529 236.9109 229.2885 4.23 1786
7475.19934 18.8852 0.0506 637.9800 201.6618 3.63 1726
7475.22088 18.8645 0.0469 552.5386 190.7330 3.40 1710
7475.24243 18.8269 0.0467 393.8089 196.4082 3.50 1702
7475.26428 18.7585 0.0419 90.0025 188.4080 3.36 1724
7475.28601 18.8397 0.0591 448.4093 244.5259 3.80 2091
7476.15606 18.8316 0.0681 413.8680 282.6461 5.34 2493
7476.17683 18.7845 0.0597 207.5916 259.8882 4.62 2300
7476.19752 18.8077 0.0554 310.2454 236.4748 4.05 1996
7476.22105 18.8395 0.0595 447.7815 246.0705 4.03 2225
7478.18261 18.5744 0.0724 -829.0002 379.9501 6.95 2905
7478.22476 18.8075 0.0989 309.7316 413.9379 7.78 2733
7478.26661 18.4271 0.0654 -1685.0958 394.3570 6.90 2714
7479.14117 18.7246 0.0423 -67.5889 196.0175 3.76 1673
7479.16257 18.8269 0.0431 393.8942 181.7086 3.18 1535
7479.18429 18.8196 0.0422 362.3518 179.0466 3.13 1541
7479.20680 18.8350 0.0423 428.2879 177.0270 3.21 1546
7479.22913 18.7313 0.0376 -35.8854 173.7500 3.21 1643
7479.25041 18.7484 0.0377 43.5024 171.5092 2.95 1521
7479.27396 18.7827 0.0427 199.8528 187.6058 3.20 1533
7480.12948 18.5135 0.1389 -1168.7391 748.1386 6.41 1592
7480.15221 18.7027 0.0618 -172.3058 289.6667 4.26 1441
7480.17416 18.7412 0.0511 10.1603 232.3394 3.90 1126
