7441.62551 18.7722 0.0561 152.2633 247.3503 5.04 2311
7442.58149 18.9124 0.0788 747.3164 302.2120 5.29 2629
7442.61075 18.7792 0.0504 184.2143 221.3488 6.06 1831
7443.57409 18.6774 0.0552 -295.5847 265.7923 5.46 2205
7443.60038 18.7774 0.0479 176.0027 211.0844 4.64 2069
7443.62712 18.8012 0.0463 281.8695 199.4718 4.05 1845
7444.60877 18.8888 0.0711 652.6783 279.5173 6.66 2111
7444.63193 18.8731 0.0691 588.3412 275.7832 6.12 2154
7446.56390 18.7777 0.0665 177.0691 290.2525 6.43 2325
7446.59036 18.6707 0.0590 -328.8565 285.0150 6.55 2332
7446.61409 18.6937 0.0591 -215.5478 279.8651 6.22 2138
7447.59495 18.7153 0.0450 -111.7941 210.0790 4.70 2005
7447.62077 18.7305 0.0378 -39.7846 174.5550 3.55 1945
7448.60944 18.6861 0.0490 -252.7219 234.4064 5.47 2197
7448.63180 18.7219 0.0440 -80.2986 204.4328 4.02 2155
7449.58253 18.7289 0.0520 -47.5074 238.8741 4.66 2647
7449.60607 18.8289 0.0510 402.3691 214.0361 4.28 2428
7450.56274 18.8890 0.0687 653.3027 270.1862 6.17 2368
7450.58821 18.6684 0.0598 -339.9685 289.6486 6.04 2415
7450.62384 18.7264 0.0535 -59.2443 246.3344 5.74 2020
7451.56725 18.8869 0.0757 644.6516 297.4006 6.27 2469
7451.62400 18.7510 0.0456 55.6056 205.7695 4.11 2092
7452.56995 18.7312 0.0457 -36.4399 210.3686 4.77 1693
7452.59290 18.7589 0.0426 92.1687 191.3099 4.21 1621
7452.61664 18.7461 0.0326 32.8104 148.9856 3.06 1477
7452.64064 18.7302 0.0393 -41.1303 181.5041 3.66 2213
7454.59111 18.6746 0.0481 -309.3158 232.6767 5.95 1621
7454.61439 18.7493 0.0458 47.6030 207.2994 4.62 1557
7457.53916 18.7245 0.0353 -68.2876 163.9375 3.86 1536
7457.56179 18.8084 0.0380 313.6222 163.2139 3.67 1457
7457.59810 18.7153 0.0293 -111.7556 137.7543 3.21 1267
7457.62269 18.7519 0.0371 59.6034 168.0400 4.04 1440
7457.64486 18.7010 0.0284 -180.2361 135.5714 3.04 1431
7459.57080 18.7354 0.0584 -16.9903 266.0113 6.44 1942
7459.59196 18.7030 0.0591 -170.8812 277.4230 6.66 1828
7459.61313 18.7542 0.0435 70.3062 196.0096 4.36 1559
7459.63743 18.7052 0.0424 -160.0170 200.0415 4.56 1532
7460.53210 18.8238 0.0667 380.4924 278.9554 6.89 1974
7460.55340 18.6573 0.0465 -395.4670 228.8181 5.70 1818
7460.57466 18.8853 0.0551 638.1513 218.8567 5.54 1755
7460.59581 18.7581 0.0414 88.2758 186.0515 4.07 1635
7460.61656 18.7398 0.0415 3.9592 189.7049 4.09 1545
7460.63780 18.7893 0.0400 228.9968 175.0302 3.67 1485
7462.56503 18.7456 0.0499 30.6419 225.9167 5.97 1466
7462.58611 18.8505 0.0472 494.1297 194.4894 4.97 1339
7462.60695 18.7329 0.0406 -28.4488 186.9378 4.33 1477
7462.62861 18.7450 0.0403 27.7920 183.5975 4.06 1423
7462.64929 18.7557 0.0428 77.3844 192.8351 3.94 1906
7464.52721 18.7330 0.0447 -28.2580 205.4270 4.64 1385
7464.54992 18.7645 0.0435 117.5179 194.1186 4.38 1830
7464.55229 18.7172 0.0409 -102.4487 190.9172 4.05 1830
7464.57524 18.7178 0.0383 -99.9269 179.1511 3.74 1921
7464.59857 18.7435 0.0421 20.8585 191.7124 3.90 1867
7464.62202 18.6991 0.0365 -189.2920 173.7015 3.40 1784
7465.54340 18.7893 0.0493 229.2995 214.4612 5.91 1451
7465.56588 18.7810 0.0466 192.2465 204.4321 4.97 1553
7465.58794 18.6857 0.0451 -254.5127 216.4031 6.23 1566
7465.61032 18.7494 0.0493 48.4633 222.4937 5.31 1595
7465.63300 18.8332 0.0435 420.8049 182.2221 3.96 1532
7466.53514 18.7246 0.0467 -67.5849 215.9940 5.11 1619
7466.55712 18.7831 0.0518 201.3203 226.4166 5.39 1664
7467.51278 18.7118 0.0587 -128.6023 273.1409 5.91 1224
7467.53498 18.7392 0.0498 0.9647 226.7818 5.56 1807
7467.56026 18.7823 0.0453 198.0387 198.9488 4.49 1689
7467.58817 18.7371 0.0392 -8.8303 179.6590 3.91 1413
7467.63094 18.8096 0.0415 318.6378 177.9179 4.16 1432
7467.65356 18.6963 0.0409 -202.8624 194.5624 3.94 1738
7470.53114 14.3031 0.3693 -296061.1101 86827.2339 5.47 2097
7470.61758 13.7795 0.1407 -482672.2554 59299.3829 3.03 1513
7476.48663 18.7063 0.0804 -154.5915 372.2226 6.02 1641
7476.50894 18.8682 0.0654 568.1305 262.8556 6.19 2190
7476.52996 18.7917 0.0558 239.9657 241.7815 5.20 2276
7476.55116 18.7711 0.0469 147.2826 207.6790 4.15 2088
7476.58423 18.8844 0.0619 634.7254 245.4849 4.90 2383
7476.60608 18.7226 0.0519 -77.2357 239.7541 4.27 2912
7476.62759 18.7682 0.0480 134.5035 213.1158 4.10 2246
7476.65191 18.7192 0.0450 -93.0820 209.5393 4.11 2379
7479.47583 18.8524 0.0601 502.2419 245.5084 5.50 1986
7479.50057 18.9014 0.0646 703.3674 251.8839 5.38 2260
7479.52040 18.7682 0.0608 134.4123 268.4747 6.01 2340
7479.54425 18.6931 0.0476 -218.4485 226.4396 4.79 1862
7479.56392 18.8105 0.0515 322.6325 219.4172 4.28 2200
7480.59039 18.4227 0.1375 -1712.1912 806.1246 5.18 2904
7480.60763 18.8203 0.0561 365.3490 236.4187 5.42 1620
7481.48077 18.7442 0.0461 24.1827 209.5522 5.03 1232
7481.52932 18.7554 0.0559 75.6990 250.2258 5.93 1304
7481.54686 18.7588 0.0509 91.5727 227.5555 5.59 1247
7481.56557 18.8280 0.0403 398.6618 169.8554 3.53 1255
7481.58364 18.7869 0.0372 218.3161 163.0405 3.35 1225
7481.60234 18.6663 0.0374 -350.3802 183.2530 3.76 1190
7481.62119 18.6931 0.0358 -218.5824 171.4461 3.11 1099
7481.63968 18.7838 0.0472 204.7360 206.8374 5.22 1220
7481.66018 18.7755 0.0436 167.3285 192.5758 4.17 1332
7482.46711 18.6628 0.0429 -368.1739 210.3649 4.97 1192
7482.48578 18.7958 0.0426 258.1797 185.0074 4.47 1014
7482.51677 18.7301 0.0416 -41.5665 191.6642 4.94 1068
7482.53693 18.8074 0.0430 309.1127 184.6804 4.35 1147
7482.55595 18.7394 0.0508 1.6577 231.4300 5.05 1235
7482.57363 18.7619 0.0465 105.4925 207.9408 4.50 1284
7482.60872 18.7908 0.0357 235.7487 156.1330 3.10 1088
7482.62599 18.8102 0.0368 321.4448 158.0571 3.53 1079
7482.64542 18.7499 0.0407 50.5206 184.5862 3.66 1049
7486.46627 18.8192 0.0383 360.3338 162.8624 3.70 1032
7486.49414 18.7717 0.0335 150.3563 149.4710 3.42 1003
7486.52040 18.7785 0.0338 180.9825 149.4382 3.16 1073
7488.44933 18.6992 0.0494 -188.8116 233.3837 5.81 1141
7488.47142 18.7975 0.0487 265.4292 210.2712 5.19 1146
7488.49007 18.8543 0.0476 510.1871 195.4113 4.94 1027
7488.51646 18.8866 0.0571 643.4519 226.5841 5.92 1064
7488.54554 18.6794 0.0537 -285.8327 258.0863 6.49 1046
7488.56413 18.7568 0.0433 82.1701 194.8899 4.63 1052
7488.58268 18.8032 0.0446 290.8210 192.1823 4.81 1058
7488.60267 18.7185 0.0506 -96.6177 234.7276 6.19 1174
7488.62551 18.7202 0.0432 -88.4728 201.0018 4.90 1071
7488.65163 18.7934 0.0381 247.2425 166.1704 3.78 993
